bed,bath,square,city,year_built,home_type,price
1,1.0,650,Jersey City,1,MULTI_FAMILY,1350
2,2.0,990,Jersey City,1,APARTMENT,4495
2,2.0,990,Jersey City,1,APARTMENT,4795
2,2.0,776,Jersey City,1,CONDO,2200
3,1.0,1000,Jersey City,1,APARTMENT,1900
2,2.0,1100,Jersey City,1,APARTMENT,4595
2,1.0,725,Jersey City,1,APARTMENT,1525
3,3.0,1800,Jersey City,1,APARTMENT,2700
1,1.0,650,Jersey City,1,APARTMENT,1450
1,1.0,733,Jersey City,0,None,1985
2,1.5,1006,Jersey City,0,None,1985
1,1.0,733,Jersey City,0,None,1400
2,1.5,1006,Jersey City,0,None,1500
0,1.0,739,Jersey City,1,APARTMENT,2675
2,2.0,1100,Jersey City,1,APARTMENT,4845
2,2.0,1182,Jersey City,2008,APARTMENT,3750
2,1.5,1006,Jersey City,0,None,1325
2,1.0,1006,Jersey City,1,APARTMENT,1700
2,1.0,1006,Jersey City,1,TOWNHOUSE,1400
3,2.0,1423,Jersey City,1,APARTMENT,2400
3,1.0,900,Jersey City,1,APARTMENT,1895
2,1.0,1006,Union City,1,APARTMENT,1490
2,1.0,1006,Jersey City,1,APARTMENT,1699
1,1.0,680,Union City,1,MULTI_FAMILY,1350
2,2.0,1118,Union City,1957,APARTMENT,1950
1,1.0,733,Union City,0,None,2100
2,1.5,1006,Union City,0,None,2250
1,1.0,600,Jersey City,1,APARTMENT,2400
2,1.0,1006,Union City,1,APARTMENT,1700
2,1.0,900,Union City,2015,APARTMENT,1800
1,1.0,600,Jersey City,1990,APARTMENT,1150
2,1.0,1006,Union City,1,MULTI_FAMILY,1650
1,1.0,733,Union City,0,None,1000
1,1.0,733,Union City,1,APARTMENT,1300
2,1.0,1006,Union City,1,MULTI_FAMILY,1514
1,1.0,733,Union City,1,MULTI_FAMILY,1350
1,1.0,733,Union City,0,None,1500
2,1.0,1006,Union City,1,APARTMENT,1650
2,1.0,1006,Union City,1,MULTI_FAMILY,1514
1,1.0,625,Union City,1,CONDO,1475
1,1.0,733,Union City,0,None,1350
3,2.5,1850,Union City,1,MULTI_FAMILY,2795
1,1.0,733,Union City,1,APARTMENT,1018
1,1.0,733,Union City,1,APARTMENT,1395
1,1.0,733,Union City,0,None,1350
1,1.0,733,Union City,0,None,1450
2,1.5,1006,Union City,0,None,1495
1,1.0,733,Union City,1,APARTMENT,1395
2,1.5,1006,Union City,0,None,2200
1,1.0,733,Union City,0,None,1375
1,1.0,800,Union City,1925,APARTMENT,1795
2,2.0,1210,Union City,1,APARTMENT,2700
0,1.0,640,Union City,0,None,1250
1,1.0,733,Union City,0,None,1300
3,1.0,1423,Union City,1,MULTI_FAMILY,2300
1,1.0,733,Union City,1,APARTMENT,1350
1,1.0,695,Union City,1910,APARTMENT,1400
2,2.0,1134,Union City,1,APARTMENT,2200
2,2.0,900,Union City,2014,APARTMENT,2450
1,1.0,600,Union City,1,MULTI_FAMILY,1600
1,1.0,733,Union City,1,TOWNHOUSE,1600
3,1.0,950,Union City,1,APARTMENT,2100
1,1.0,726,Union City,1,APARTMENT,1875
2,1.0,1006,Union City,1,APARTMENT,1600
3,2.0,1423,Union City,1,APARTMENT,2300
2,1.0,1100,Union City,1,APARTMENT,2000
3,1.0,2864,Union City,1,APARTMENT,2000
4,1.0,1200,Union City,1898,APARTMENT,2500
1,1.0,500,Union City,1,APARTMENT,1375
1,1.0,733,Union City,0,None,1450
3,1.0,1000,Union City,1,APARTMENT,1975
2,1.5,1006,Union City,0,None,2450
1,1.0,733,Union City,1,MULTI_FAMILY,1425
2,1.5,684,Union City,1880,SINGLE_FAMILY,3250
2,0.5,1006,Union City,0,None,1495
1,1.0,733,Union City,0,None,1350
2,2.0,1000,Union City,0,None,2400
4,3.0,2000,Union City,1897,APARTMENT,3195
0,1.0,500,Union City,0,None,2000
0,1.0,640,Union City,0,None,1600
1,1.0,733,Union City,0,None,1800
3,2.0,1300,Union City,0,None,2600
1,1.0,513,Union City,0,None,1250
1,1.0,733,Union City,0,None,1495
2,1.5,1006,Union City,0,None,1495
3,1.0,1700,Union City,0,None,2100
2,1.5,1006,Union City,0,None,1450
1,1.0,733,Union City,0,None,1650
3,1.5,1423,Union City,0,None,2400
3,1.0,2864,Union City,0,None,2000
1,1.0,733,Union City,0,None,1500
1,1.0,733,Union City,0,None,1350
1,1.0,733,Union City,0,None,1295
2,2.0,1006,Union City,0,None,2200
3,2.0,1696,Union City,0,None,4400
1,1.0,733,Union City,0,None,1425
1,1.0,733,Union City,0,None,1425
1,1.0,650,Union City,0,None,1395
1,1.0,690,Union City,0,None,1395
1,1.0,733,Union City,0,None,1395
1,1.0,733,Union City,0,None,1375
3,1.5,1423,Union City,0,None,2295
1,1.0,733,Union City,0,None,1395
2,1.5,1006,Union City,0,None,2250
2,1.0,900,Union City,1,APARTMENT,1650
1,1.0,733,Union City,0,None,1795
2,1.5,1006,Union City,0,None,3200
0,1.0,640,Union City,1,APARTMENT,1400
2,2.0,930,Union City,1,MULTI_FAMILY,2150
1,1.0,600,Union City,1800,MULTI_FAMILY,1350
1,1.0,733,Union City,1,MULTI_FAMILY,1395
1,1.0,733,Union City,1,MULTI_FAMILY,1395
3,1.5,1423,Union City,0,None,2300
2,1.0,1006,Union City,1,MULTI_FAMILY,1495
2,1.5,1006,Union City,0,None,2375
1,1.0,733,Union City,0,None,2500
2,1.5,1006,Union City,0,None,2300
2,1.5,1006,Union City,0,None,2400
1,1.0,733,Union City,0,None,2100
2,1.5,1006,Union City,0,None,2250
3,1.0,1300,Union City,1,APARTMENT,2100
1,1.0,733,Union City,1,APARTMENT,1395
2,1.0,1006,Union City,2015,MULTI_FAMILY,1850
3,1.0,1423,Union City,1,APARTMENT,2650
2,1.0,1006,Union City,1,MULTI_FAMILY,1450
2,1.0,800,Union City,1,APARTMENT,1850
3,1.0,980,Union City,1970,APARTMENT,1845
3,1.0,2700,Union City,1892,MULTI_FAMILY,1995
1,1.0,733,Union City,0,None,1950
2,1.5,1006,Union City,0,None,3200
1,1.0,1760,Union City,1,APARTMENT,1550
3,1.0,1423,Union City,1,APARTMENT,2200
3,1.0,1423,Union City,1,MULTI_FAMILY,2200
1,1.0,733,Union City,0,None,2175
1,1.0,733,Union City,1,APARTMENT,1350
2,1.0,1200,Union City,1,MULTI_FAMILY,2285
2,1.0,1000,Union City,1,APARTMENT,1900
1,1.0,600,Union City,1,APARTMENT,1395
3,3.0,1529,Union City,1,APARTMENT,2700
0,1.0,1600,Union City,1,APARTMENT,5000
2,1.0,1250,Union City,1,APARTMENT,2300
1,1.0,550,Union City,1910,MULTI_FAMILY,1350
1,1.0,550,Union City,1,APARTMENT,1350
1,1.0,733,Union City,0,None,1450
3,1.5,1423,Union City,0,None,1999
1,1.0,450,Union City,1,APARTMENT,1395
1,1.0,800,Union City,1,APARTMENT,1650
1,1.0,733,Union City,1,APARTMENT,1350
2,1.0,1006,Union City,1,APARTMENT,1495
2,1.0,1006,Union City,1,MULTI_FAMILY,1850
2,1.0,575,Union City,1910,APARTMENT,1500
2,1.0,1006,Union City,1,APARTMENT,1499
2,1.5,1006,Union City,0,None,2250
2,1.0,575,Union City,1,APARTMENT,1499
2,1.0,1006,Union City,1,APARTMENT,1950
1,1.0,739,Union City,1,MULTI_FAMILY,1650
3,1.0,2090,Union City,1900,TOWNHOUSE,2300
2,1.0,800,Union City,1,APARTMENT,1839
2,1.0,1006,Union City,1,APARTMENT,2000
2,1.0,600,Union City,1,APARTMENT,1595
2,1.0,750,Union City,1950,MULTI_FAMILY,1475
2,1.0,1006,Union City,2016,APARTMENT,1800
2,1.5,1006,Union City,0,None,1900
3,1.5,1423,Union City,0,None,1900
1,1.0,733,Union City,0,None,1395
3,1.0,2830,Union City,1990,TOWNHOUSE,2195
3,2.0,1350,Union City,1,APARTMENT,2350
2,1.5,1006,Union City,0,None,2200
3,1.5,1100,Union City,1,APARTMENT,2000
3,1.0,995,Union City,1,APARTMENT,2050
2,1.0,1006,Union City,1,APARTMENT,1800
1,1.0,733,Union City,0,None,1350
2,1.5,1006,Union City,0,None,1875
3,1.0,1000,Union City,1897,MULTI_FAMILY,1875
0,1.0,580,Union City,1,APARTMENT,1475
3,2.0,1423,Union City,1,MULTI_FAMILY,2200
3,1.0,1423,Union City,1,MULTI_FAMILY,1950
3,2.0,1423,Union City,1,APARTMENT,2200
2,1.0,1450,Union City,2005,APARTMENT,2395
3,1.5,1423,Union City,0,None,2850
2,1.0,1200,Union City,1917,APARTMENT,1650
2,1.0,1000,Union City,1,APARTMENT,1800
1,1.0,733,Union City,0,None,1250
2,1.0,800,Union City,1,APARTMENT,1700
0,1.0,1750,Union City,1,TOWNHOUSE,1950
0,1.0,565,Union City,0,None,1700
1,1.0,733,Union City,0,None,2150
2,2.0,1006,Union City,0,None,2250
2,1.0,1000,Union City,0,None,1700
3,1.0,927,Union City,0,None,1895
1,1.0,700,Union City,0,None,1450
2,1.0,780,Union City,0,None,1950
1,1.0,700,Union City,0,None,1900
2,1.0,1006,Union City,0,None,1800
2,1.0,765,Union City,0,None,1900
1,1.0,733,Union City,0,None,1200
1,1.0,733,Union City,0,None,1800
3,1.5,1423,Union City,0,None,3600
3,1.0,1150,Union City,0,None,2150
1,1.5,800,Union City,0,None,1700
2,1.0,1006,Union City,0,None,2200
1,1.0,733,Union City,0,None,1350
2,1.0,1006,Union City,0,None,1800
2,2.0,1006,Union City,0,None,1995
1,1.0,733,Union City,0,None,1350
1,1.0,733,Union City,0,None,1275
2,1.0,1000,Union City,0,None,1850
1,1.0,733,Union City,0,None,1875
2,1.5,1006,Union City,0,None,2300
3,1.5,1423,Union City,0,None,3300
2,2.0,1100,Hoboken,0,None,2700
2,1.0,800,Union City,0,None,1800
3,1.0,1300,Union City,0,None,2500
3,2.0,3080,Union City,0,None,2975
4,1.5,1400,Union City,0,None,2750
2,1.0,1006,Union City,0,None,1650
2,1.0,1006,Union City,0,None,1650
3,1.5,900,Union City,0,None,2100
2,2.0,1450,Jersey City,0,None,2400
3,2.0,1423,Union City,0,None,2500
2,1.0,750,Union City,0,None,1645
0,1.0,1300,Union City,0,None,2600
3,1.0,1000,Union City,0,None,2000
1,1.0,733,Union City,0,None,2150
2,1.5,1006,Union City,0,None,2625
2,2.0,1030,Union City,0,None,2400
1,1.0,733,Union City,0,None,1500
2,1.0,650,Union City,0,None,1590
3,2.0,1500,Union City,0,None,2000
1,1.0,733,Union City,0,None,1550
3,1.0,1200,Union City,0,None,2250
2,1.0,1000,Union City,0,None,1900
3,1.0,2000,Union City,0,None,2650
1,1.0,800,Union City,0,None,1750
3,1.5,1423,Union City,0,None,2300
2,1.0,1000,Union City,0,None,1900
3,2.0,1600,Union City,0,None,2500
2,2.0,1100,Union City,0,None,2000
4,2.0,600,Union City,0,None,4000
3,1.0,1423,Union City,0,None,2300
1,1.0,600,Union City,0,None,1750
2,1.0,1006,Union City,0,None,2000
1,1.0,525,Union City,0,None,1425
1,1.0,733,Union City,0,None,1395
1,1.0,543,Union City,0,None,1400
1,1.0,724,Union City,0,None,1800
2,2.0,1250,Union City,0,None,2300
